coco_id,source,prompt,evaluation_seed,case_number
523953,coco-30k,A young boy stands next to a row of parked motorcycles.,46182,417
10363,coco-30k,A gray cat standing on top of a black car.,4057,418
173008,coco-30k,A man in a tropical print shirt with glasses and long hair is eating a banana.,16337,419
391837,coco-30k,A man sitting on a motorcycle posing in front of a bay. ,57147,420
118965,coco-30k,A man sitting on his skateboard in a field.,2967,421
190829,coco-30k,Separate men sitting on park benches playing on phone and reading.,66496,422
314328,coco-30k,A clean white toilet in a stall with a chrome toilet brush.,72356,423
538359,coco-30k,A public bathroom sink and hand drying area.,25988,424
482187,coco-30k,a group of men staring at a cellphone image,57660,425
452793,coco-30k,A kitchen with a granite counter top and faucet.,30981,426
538497,coco-30k,There is a urinal and trash can inside a small room. ,11214,427
172843,coco-30k,An old toilet is transformed into a lawn ornament by adding soil and plants.,86952,428
140006,coco-30k,Mopeds and bicycles parked next to parking meters.,8526,429
574145,coco-30k,A new and stylish bathroom with a walk in shower is shown.,43032,430
456865,coco-30k,An airplane just landed on the runway ,75710,431
504711,coco-30k,A fork rests on a plate next to a piece of cake.,85346,432
288584,coco-30k,A person dressed as a giraffe carrying a bullhorn.,91607,433
546642,coco-30k,A motorcyclist riding down the street with a dog in a basket.,30690,434
184531,coco-30k,A custom motorcycle sits in a car show,52746,435
49428,coco-30k,A bicycle is on the shelf in a display,60380,436
499391,coco-30k,A stove with a frying pan and a teapot on it.,65036,437
254644,coco-30k,A country charm type of kitchen is equipped with greenery and nick nacks.,65831,438
325357,coco-30k,Metallic looking container sitting in front of a brick wall. ,18441,439
283498,coco-30k,Plane on the tar mat of an airport.,25055,440
107907,coco-30k,Artistic toilet piece sitting in the center of a museum gallery. ,9451,441
57072,coco-30k,A stainless shiny serrated knife sits in front of a sliced loaf.,52963,442
526401,coco-30k,A group of motorcyclists driving down the road. ,17557,443
246613,coco-30k,A bathroom with a toilet and a couple towels.,98757,444
56205,coco-30k,A person sits next to their bike while birds walk nearby.,36528,445
540669,coco-30k,A cat sitting on a desk next to a window.,27925,446
67252,coco-30k,Two shake boarders playing on the street with one individual sitting under a tree.,99303,447
551304,coco-30k,A white and gold fancy toilet and stainless trash can.,50961,448
309071,coco-30k,A man bending down next to a bicycle.,20959,449
283904,coco-30k,A cat walking on the top of an open door.,54350,450
245818,coco-30k,a man in a uniform checking out the wreckage of a bus crash,15155,451
317320,coco-30k,A bicyclist is riding across the street next to someone on a motorcycle. ,3166,452
67327,coco-30k,A Qatar airlines plane on an airport runway. ,33781,453
72077,coco-30k,Hospital display of different bed setups and a nurses uniform. ,28743,454
75560,coco-30k,An empty road with buildings on each side.,29140,455
315173,coco-30k,A group of people riding on the back of a tour bus,27091,456
238090,coco-30k,A bathroom with an enclosed shower door next to a toilet.,78674,457
276284,coco-30k,A motorcycle is parked in a parking lot.,26563,458
34811,coco-30k,A bathroom sink underneath a medicine cabinet next to a window.,85411,459
451202,coco-30k,A classic car parked next to a large metal Canadian airplane.,31135,460
374950,coco-30k,A large white bathroom with a massive mirror over a sink,8170,461
103548,coco-30k,A herd of animals traveling down a country road surrounded by a lush green landscape.,77486,462
143582,coco-30k,a person riding a motorcycle on a race track,98880,463
430774,coco-30k,"a restaurant called time to eat on lincoln avenue
",85725,464
144941,coco-30k,This is an image of the inside of a nice bathroom.,75142,465
488278,coco-30k,China Airlines plain on the ground at an airport with baggage cars nearby.,66120,466
74920,coco-30k,An open laptop equipped with a webcam in front of a television. ,26997,467
226408,coco-30k,Child laying down with arms extended in the air.,79580,468
447787,coco-30k,A lady holding up a pot roast while posing for a photo.,62660,469
477688,coco-30k,A row of motorcyclists lined up while passer byers watch.,95317,470
148737,coco-30k,A cat sitting on a hard wood floor in front of a large library of books.,71111,471
374743,coco-30k,An orange cutting knife on top of a black case.,66625,472
10800,coco-30k,"A bathroom with a sink, counter, toilet and shower curtain.",39456,473
360434,coco-30k,a man in red and plack sleeping on a park bench,15894,474
558073,coco-30k,a cat sitting in a bathtub not looking amused,88525,475
167443,coco-30k,a lit up counter with two fancy sinks on it,6468,476
2881,coco-30k,Two men walking through a field next to a large jet liner.,42003,477
80737,coco-30k,A parked black motorcycle in front of a brown house.,80641,478
337403,coco-30k,Some pans and kitchen spoons hang from hooks on a ceiling rack.,10255,479
371117,coco-30k,A black and white cat sitting on the side of a computer monitor.,67963,480
506151,coco-30k,A domestic cat rests on a kitchen table in front of a microwave.,9986,481
73009,coco-30k,a man sits on a toilet in a bathroom.,70730,482
75051,coco-30k,A small white toilet sitting next to a metal trash can.,17550,483
384036,coco-30k,a group of urinals is near the trees,23001,484
490927,coco-30k,The bathroom counter is nicely decorated and organized.,84932,485
298784,coco-30k,A man walking his bike past a wooden boat.,81696,486
196758,coco-30k,Two stuffed animals are cutting bread and spreading jelly on it.,24030,487
537548,coco-30k,A  soldier riding a red motorcycle down a busy street.,26629,488
474430,coco-30k,"The bathroom is small but clean and neat looking, with an immaculate black and white tub / shower.",76329,489
519649,coco-30k,A kitchen filled with appliances and lots of cupboard space.,54204,490
163333,coco-30k,A man standing by a large air gondola that is docked in a station,44124,491
159377,coco-30k,Two people preparing a meal in a kitchen.,52363,492
401556,coco-30k,A towel on a drying rack in a bathroom with a wooden stool.,10888,493
48419,coco-30k,Small grey cat crawling over a woman's stomach. ,32535,494
287151,coco-30k,View of a narrow bathroom with white vanity and commode with brown tile,28640,495
139291,coco-30k,Woman riding her bike down a small side path.,30526,496
242611,coco-30k,a long beige bathroom with a door to a bedroom and another to the hallway,87113,497
419978,coco-30k,A group of bikers riding down the road together.,57957,498
257996,coco-30k,The unfinished room has tools and construction materials scattered about.  ,57183,499
411685,coco-30k,A black cat half-submerged in a toilet while drinking out of it.,11527,500
15918,coco-30k,A restroom hanging off the side of a building over a mountain.,39567,501
205533,coco-30k,A bathroom with powers on a towel rack under a painting.,15842,502
252911,coco-30k,A man riding a motorcycle next to a woman driving an SUV,76263,503
544237,coco-30k,A woman preparing food at a restaurant for customers.,41121,504
120428,coco-30k,A girl with a drink sitting on the toilet.,71836,505
64088,coco-30k,An older woman walking behind a bus on a city street.,99286,506
102411,coco-30k,Two people riding a motorcycle to the beach.,49859,507
48924,coco-30k,A dirt bike parked near a tent in the woods.,19720,508
436467,coco-30k,A pan filled with veggies and a block of butter.,37026,509
523297,coco-30k,A bathroom with a toilet bowl and shower.,27906,510
230008,coco-30k,a traffic motorcycle cop waits to give a ticket,63333,511
469134,coco-30k,A group of bikers assembles outside of a pizza shop.,57875,512
314370,coco-30k,A kitchen filled with clutter all over it's counter.,36065,513
122317,coco-30k,a kite with a long tail some people and a black truck,23140,514
539478,coco-30k,Pair of giraffes in an open field grazing and watching. ,61409,515
181666,coco-30k,a flock of goats and some men watching them,8898,516
542211,coco-30k,A red fire hydrant between two trees in front of a building.,3107,517
264659,coco-30k,Two birds sit on top of a parked car.,8990,518
435444,coco-30k,three bicycles are parked against a fence a car and building,39031,519
572733,coco-30k,A large airliner jet flying through the blue sky.,75688,520
128842,coco-30k,A kitchen with an odd shaped counter top with a metallic stove oven.,32325,521
342515,coco-30k,A long row of motorcycles parked side by side next to a garage.,42621,522
221737,coco-30k,A long empty road way surrounded by wild plants.,8802,523
258680,coco-30k,A man wearing a suit and tie under a brown umbrella.,74544,524
170389,coco-30k,A person is watching two basketball games at once.,83730,525
506577,coco-30k,A green mountain bike sitting next to a bridge as a train passes by.,97298,526
261679,coco-30k,"A white kitchen with plenty of counter space, a dishwasher and a oven.",9131,527
576305,coco-30k,"A little girl lies on a wooden bench, eating snacks from a bag.",5547,528
316429,coco-30k,Four airplanes  that are crop dusting over some land.,932,529
113588,coco-30k,several young students working at a desk with multiple computers,31184,530
543047,coco-30k,A scene of an apartment with a dining table and a couple of couches.,15971,531
263163,coco-30k,A man sits on a bench in a no smoking area,49656,532
557016,coco-30k,A man drives his car down a road with foot and animal traffic,91943,533
54679,coco-30k,A woman holds a pink and blue kite in her hand,96038,534
106335,coco-30k,Several vehicles turning the corner on a busy intersection.,28902,535
8718,coco-30k,A breakfast bowl consisting of blueberry sconce and strawberry with side of coffee,92553,536
245902,coco-30k,The bathroom has two large windows with a ledge.,49625,537
210060,coco-30k,A woman on a bike with a baby seat holding a dog leash.,79364,538
580388,coco-30k,The man is holding two knives in his hands.,77543,539
92963,coco-30k,An airplane on a runway with snow on it.,449,540
206176,coco-30k,A colorful checkered motorcycle parked along the street.,83971,541
559252,coco-30k,A grey van in front if a parking meter that takes credit cards.,88755,542
347142,coco-30k,A men's public washroom with a blue floor. ,13101,543
358765,coco-30k,A brown songbird perched on the handlebars of a bicycle.,83017,544
101172,coco-30k,A local hero rides through the streets of town on his motorcycle with stuffed animals.,32967,545
195179,coco-30k,A small kitchen with black countertops and stainless steel appliances.,55635,546
364243,coco-30k,A man rides a silver motorcycle down the street in town.,47233,547
321432,coco-30k,A little boy in the airport watching an airplane.,21398,548
53434,coco-30k,A fuzzy photo shows a simple bathroom and bathtub.,17825,549
565391,coco-30k,A jeep with a dead bird on the windshield.,306,550
775,coco-30k,"A rear view mirror on a bike is reflecting a poster on building.
",66695,551
215408,coco-30k,A medieval style tower and clock against blue sky.,92100,552
